,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
798,Air India,AI-696,"Thu, Mar 17",Varanasi,Mumbai,2h 15m,Non Stop,"3,732"
799,IndiGo,6E-5377,"Thu, Mar 17",Varanasi,Mumbai,2h 15m,Non Stop,"3,732"
800,IndiGo,6E-916/903,"Mon, Apr 11",Varanasi,Mumbai,4h 55m,1 Stop,"3,732"
801,IndiGo,6E-6024/218,"Mon, Apr 11",Varanasi,Mumbai,5h 55m,1 Stop,"3,732"
802,IndiGo,6E-6024/6202,"Mon, Apr 11",Varanasi,Mumbai,7h 05m,1 Stop,"3,732"
803,IndiGo,6E-916/6268,"Mon, Apr 11",Varanasi,Mumbai,7h 40m,1 Stop,"3,732"
804,IndiGo,6E-916/584,"Mon, Apr 11",Varanasi,Mumbai,9h 10m,1 Stop,"3,732"
805,IndiGo,6E-6024/2176,"Mon, Apr 11",Varanasi,Mumbai,9h 25m,1 Stop,"3,732"
806,IndiGo,6E-6024/864,"Mon, Apr 11",Varanasi,Mumbai,11h 10m,1 Stop,"3,732"
807,IndiGo,6E-916/884,"Mon, Apr 11",Varanasi,Mumbai,11h 45m,1 Stop,"3,732"
808,Vistara,UK-652,"Mon, Apr 11",Chandigarh,Mumbai,2h 30m,Non Stop,"3,397"
809,Vistara,UK-654,"Mon, Apr 11",Chandigarh,Mumbai,2h 35m,Non Stop,"3,397"
810,Go First,G8-382,"Tue, Feb 15",Chandigarh,Mumbai,2h 25m,Non Stop,"3,398"
811,IndiGo,6E-264,"Tue, Feb 15",Chandigarh,Mumbai,2h 25m,Non Stop,"3,398"
812,Go First,G8-2507,"Tue, Feb 15",Chandigarh,Mumbai,2h 25m,Non Stop,"3,398"
813,Go First,G8-465,"Tue, Feb 15",Chandigarh,Mumbai,2h 30m,Non Stop,"3,398"
814,IndiGo,6E-506,"Tue, Feb 15",Chandigarh,Mumbai,2h 35m,Non Stop,"3,398"
815,Go First,G8-2503,"Tue, Feb 15",Chandigarh,Mumbai,2h 25m,Non Stop,"4,097"
816,Go First,G8-913/537,"Tue, Feb 15",Chandigarh,Mumbai,5h 20m,1 Stop,"4,183"
817,Go First,G8-913/413,"Tue, Feb 15",Chandigarh,Mumbai,9h 55m,1 Stop,"4,183"
818,Air Asia,I5-764,"Tue, Feb 15",New Delhi,Mumbai,2h 10m,Non Stop,"2,410"
819,IndiGo,6E-5001,"Tue, Feb 15",New Delhi,Mumbai,2h 10m,Non Stop,"2,410"
820,IndiGo,6E-6202,"Sun, Feb 13",New Delhi,Mumbai,2h 10m,Non Stop,"2,410"
821,IndiGo,6E-2046,"Sun, Feb 13",New Delhi,Mumbai,2h 10m,Non Stop,"2,410"
822,IndiGo,6E-5041,"Sun, Feb 13",New Delhi,Mumbai,2h 10m,Non Stop,"2,410"
823,IndiGo,6E-549,"Sun, Feb 13",New Delhi,Mumbai,2h 15m,Non Stop,"2,410"
824,Air Asia,I5-482,"Sun, Feb 13",New Delhi,Mumbai,2h 15m,Non Stop,"2,410"
825,IndiGo,6E-6722,"Sun, Feb 13",New Delhi,Mumbai,2h 15m,Non Stop,"2,410"
826,IndiGo,6E-6278,"Sun, Feb 13",New Delhi,Mumbai,2h 20m,Non Stop,"2,410"
827,IndiGo,6E-5328,"Sun, Feb 13",New Delhi,Mumbai,2h 30m,Non Stop,"2,410"
828,Vistara,UK-842,"Sun, Feb 13",Goa,Mumbai,1h 25m,Non Stop,"1,999"
829,Go First,G8-381,"Sun, Feb 13",Goa,Mumbai,1h 10m,Non Stop,"2,000"
830,IndiGo,6E-5324,"Wed, Feb 9",Goa,Mumbai,1h 15m,Non Stop,"2,000"
831,IndiGo,6E-714,"Wed, Feb 9",Goa,Mumbai,1h 15m,Non Stop,"2,000"
832,Go First,G8-332,"Wed, Feb 9",Goa,Mumbai,1h 20m,Non Stop,"2,000"
833,Go First,G8-2606,"Wed, Feb 9",Goa,Mumbai,1h 20m,Non Stop,"2,000"
834,Go First,G8-372,"Wed, Feb 9",Goa,Mumbai,1h 25m,Non Stop,"2,000"
835,Go First,G8-380,"Wed, Feb 9",Goa,Mumbai,1h 25m,Non Stop,"2,000"
836,SpiceJet,SG-476,"Wed, Feb 9",Goa,Mumbai,1h 15m,Non Stop,"2,065"
837,SpiceJet,SG-454,"Wed, Feb 9",Goa,Mumbai,1h 15m,Non Stop,"2,065"
838,SpiceJet,SG-489,"Wed, Feb 9",Kolkata,Mumbai,2h 50m,Non Stop,"3,378"
839,Go First,G8-512,"Wed, Feb 9",Kolkata,Mumbai,2h 50m,Non Stop,"3,380"
840,Go First,G8-519,"Thu, Feb 17",Kolkata,Mumbai,2h 50m,Non Stop,"3,380"
841,Vistara,UK-772,"Thu, Feb 17",Kolkata,Mumbai,2h 35m,Non Stop,"3,381"
842,Vistara,UK-776,"Thu, Feb 17",Kolkata,Mumbai,2h 45m,Non Stop,"3,381"
843,IndiGo,6E-318,"Thu, Feb 17",Kolkata,Mumbai,2h 50m,Non Stop,"3,381"
844,Vistara,UK-774,"Thu, Feb 17",Kolkata,Mumbai,2h 55m,Non Stop,"3,381"
845,IndiGo,6E-6965,"Thu, Feb 17",Kolkata,Mumbai,3h 00m,Non Stop,"3,381"
846,IndiGo,6E-139,"Thu, Feb 17",Kolkata,Mumbai,3h 10m,Non Stop,"3,381"
847,Go First,G8-7562,"Thu, Feb 17",Kolkata,Mumbai,2h 50m,Non Stop,"3,930"
848,Go First,G8-2306/7535,"Thu, Feb 17",Dehradun,Mumbai,4h 05m,1 Stop,"2,814"
849,Go First,G8-2306/323,"Thu, Feb 17",Dehradun,Mumbai,5h 25m,1 Stop,"2,814"
850,Go First,G8-2306/346,"Sun, Feb 13",Dehradun,Mumbai,6h 55m,1 Stop,"2,814"
851,Go First,G8-2306/330,"Sun, Feb 13",Dehradun,Mumbai,8h 15m,1 Stop,"2,814"
852,Go First,G8-2306/354,"Sun, Feb 13",Dehradun,Mumbai,9h 40m,1 Stop,"2,814"
853,Go First,G8-2306/2501,"Sun, Feb 13",Dehradun,Mumbai,13h 15m,1 Stop,"2,814"
854,SpiceJet,SG-3762/8709,"Sun, Feb 13",Dehradun,Mumbai,9h 25m,1 Stop,"3,391"
855,SpiceJet,SG-3762/8169,"Sun, Feb 13",Dehradun,Mumbai,10h 25m,1 Stop,"3,391"
856,SpiceJet,SG-2861/8709,"Sun, Feb 13",Dehradun,Mumbai,12h 50m,1 Stop,"3,391"
857,SpiceJet,SG-2861/8169,"Sun, Feb 13",Dehradun,Mumbai,13h 50m,1 Stop,"3,391"
858,IndiGo,6E-6152,"Sun, Feb 13",Coimbatore,Mumbai,2h 00m,Non Stop,"2,871"
859,IndiGo,6E-5348,"Sun, Feb 13",Coimbatore,Mumbai,2h 00m,Non Stop,"2,871"
860,IndiGo,6E-6918/929,"Wed, Mar 16",Coimbatore,Mumbai,4h 55m,1 Stop,"2,871"
861,IndiGo,6E-532/5399,"Wed, Mar 16",Coimbatore,Mumbai,5h 15m,1 Stop,"2,871"
862,IndiGo,6E-913/903,"Wed, Mar 16",Coimbatore,Mumbai,7h 00m,1 Stop,"2,871"
863,IndiGo,6E-532/295,"Wed, Mar 16",Coimbatore,Mumbai,9h 20m,1 Stop,"2,871"
864,IndiGo,6E-6918/126,"Wed, Mar 16",Coimbatore,Mumbai,9h 35m,1 Stop,"2,871"
865,IndiGo,6E-913/5369,"Wed, Mar 16",Coimbatore,Mumbai,9h 40m,1 Stop,"2,871"
866,IndiGo,6E-532/5389,"Wed, Mar 16",Coimbatore,Mumbai,10h 35m,1 Stop,"2,871"
867,IndiGo,6E-6918/5367,"Wed, Mar 16",Coimbatore,Mumbai,10h 35m,1 Stop,"2,871"
868,Go First,G8-385,"Wed, Mar 16",Bangalore,Mumbai,1h 35m,Non Stop,"5,177"
869,Go First,G8-395,"Wed, Mar 16",Bangalore,Mumbai,1h 40m,Non Stop,"5,177"
870,Go First,G8-7547,"Sat, Feb 5",Bangalore,Mumbai,1h 40m,Non Stop,"5,177"
871,Go First,G8-7548,"Sat, Feb 5",Bangalore,Mumbai,1h 40m,Non Stop,"5,177"
872,Go First,G8-320,"Sat, Feb 5",Bangalore,Mumbai,1h 50m,Non Stop,"5,177"
873,Go First,G8-399,"Sat, Feb 5",Bangalore,Mumbai,1h 55m,Non Stop,"5,177"
874,Go First,G8-283/601,"Sat, Feb 5",Bangalore,Mumbai,6h 45m,2 Stop(s),"5,177"
875,Go First,G8-116/7533,"Sat, Feb 5",Bangalore,Mumbai,8h 15m,1 Stop,"5,177"
876,Go First,G8-116/336,"Sat, Feb 5",Bangalore,Mumbai,9h 15m,1 Stop,"5,177"
877,Go First,G8-801/2505,"Sat, Feb 5",Bangalore,Mumbai,9h 30m,1 Stop,"5,177"
878,IndiGo,6E-349,"Sat, Feb 5",Kochi,Mumbai,2h 00m,Non Stop,"2,104"
879,IndiGo,6E-5215,"Sat, Feb 5",Kochi,Mumbai,2h 00m,Non Stop,"2,104"
880,Go First,G8-7558,"Sat, Feb 19",Kochi,Mumbai,2h 00m,Non Stop,"2,104"
881,Go First,G8-345,"Sat, Feb 19",Kochi,Mumbai,2h 00m,Non Stop,"2,104"
882,Go First,G8-348,"Sat, Feb 19",Kochi,Mumbai,2h 05m,Non Stop,"2,104"
883,Air Asia,I5-628,"Sat, Feb 19",Kochi,Mumbai,2h 10m,Non Stop,"2,106"
884,Air India,AI-699,"Sat, Feb 19",Kochi,Mumbai,2h 00m,Non Stop,"2,107"
885,Go First,G8-805/7547,"Sat, Feb 19",Kochi,Mumbai,5h 15m,1 Stop,"3,694"
886,Go First,G8-805/7548,"Sat, Feb 19",Kochi,Mumbai,14h 15m,1 Stop,"3,694"
887,Air Asia,I5-992/941,"Sat, Feb 19",Kochi,Mumbai,9h 50m,1 Stop,"3,770"
888,IndiGo,6E-6031,"Sat, Feb 19",Jaipur,Mumbai,1h 45m,Non Stop,"2,345"
889,IndiGo,6E-5381,"Sat, Feb 19",Jaipur,Mumbai,1h 50m,Non Stop,"2,345"
890,IndiGo,6E-5383,"Wed, Mar 9",Jaipur,Mumbai,1h 55m,Non Stop,"2,345"
891,Air Asia,I5-942,"Wed, Mar 9",Jaipur,Mumbai,2h 00m,Non Stop,"2,345"
892,Air Asia,I5-679,"Wed, Mar 9",Jaipur,Mumbai,2h 00m,Non Stop,"2,345"
893,IndiGo,6E-7276/264,"Wed, Mar 9",Jaipur,Mumbai,6h 15m,1 Stop,"2,345"
894,IndiGo,6E-7273/628,"Wed, Mar 9",Jaipur,Mumbai,7h 10m,1 Stop,"2,345"
895,IndiGo,6E-768/5324,"Wed, Mar 9",Jaipur,Mumbai,7h 30m,1 Stop,"2,345"
896,IndiGo,6E-7359/957,"Wed, Mar 9",Jaipur,Mumbai,9h 05m,1 Stop,"2,345"
897,IndiGo,6E-7276/506,"Wed, Mar 9",Jaipur,Mumbai,10h 15m,1 Stop,"2,345"
898,IndiGo,6E-6021/371,"Wed, Mar 9",Kolkata,Bangalore,5h 40m,1 Stop,"3,486"
899,IndiGo,6E-496/827,"Wed, Mar 9",Kolkata,Bangalore,6h 30m,1 Stop,"3,486"
900,IndiGo,6E-6021/285,"Sat, Apr 9",Kolkata,Bangalore,6h 50m,1 Stop,"3,486"
901,IndiGo,6E-6021/6505,"Sat, Apr 9",Kolkata,Bangalore,8h 55m,1 Stop,"3,486"
902,IndiGo,6E-6172/413,"Sat, Apr 9",Kolkata,Bangalore,8h 55m,1 Stop,"3,486"
903,Air Asia,I5-510/1543,"Sat, Apr 9",Kolkata,Bangalore,10h 50m,1 Stop,"3,565"
904,Air Asia,I5-541/1565,"Sat, Apr 9",Kolkata,Bangalore,5h 50m,1 Stop,"3,644"
905,Air Asia,I5-582/2393,"Sat, Apr 9",Kolkata,Bangalore,9h 15m,1 Stop,"3,644"
906,Air Asia,I5-371/1229,"Sat, Apr 9",Kolkata,Bangalore,9h 25m,1 Stop,"3,644"
907,Air Asia,I5-510/1229,"Sat, Apr 9",Kolkata,Bangalore,12h 20m,2 Stop(s),"3,644"
908,IndiGo,6E-6116/6877,"Sat, Apr 9",Jaipur,Bangalore,7h 55m,1 Stop,"2,989"
909,IndiGo,6E-6031/825,"Sat, Apr 9",Jaipur,Bangalore,5h 00m,1 Stop,"3,494"
910,IndiGo,6E-577/739,"Thu, Mar 31",Jaipur,Bangalore,8h 10m,1 Stop,"3,494"
911,IndiGo,6E-577/825,"Thu, Mar 31",Jaipur,Bangalore,9h 50m,1 Stop,"3,494"
912,IndiGo,6E-498,"Thu, Mar 31",Jaipur,Bangalore,2h 25m,Non Stop,"3,539"
913,IndiGo,6E-839,"Thu, Mar 31",Jaipur,Bangalore,2h 30m,Non Stop,"3,539"
914,IndiGo,6E-373,"Thu, Mar 31",Jaipur,Bangalore,2h 30m,Non Stop,"3,539"
915,IndiGo,6E-556,"Thu, Mar 31",Jaipur,Bangalore,2h 40m,Non Stop,"3,539"
916,IndiGo,6E-752/151,"Thu, Mar 31",Jaipur,Bangalore,4h 20m,1 Stop,"3,539"
917,IndiGo,6E-752/6066,"Thu, Mar 31",Jaipur,Bangalore,5h 30m,1 Stop,"3,539"
918,IndiGo,6E-2147/413,"Thu, Mar 31",New Delhi,Bangalore,11h 00m,1 Stop,"2,810"
919,IndiGo,6E-2331/827,"Thu, Mar 31",New Delhi,Bangalore,6h 35m,1 Stop,"2,863"
920,IndiGo,6E-221/681,"Sun, Mar 20",New Delhi,Bangalore,5h 15m,1 Stop,"3,091"
921,IndiGo,6E-2769/302,"Sun, Mar 20",New Delhi,Bangalore,6h 15m,1 Stop,"3,091"
922,IndiGo,6E-2753/103,"Sun, Mar 20",New Delhi,Bangalore,6h 30m,1 Stop,"3,091"
923,IndiGo,6E-2753/681,"Sun, Mar 20",New Delhi,Bangalore,9h 10m,1 Stop,"3,091"
924,IndiGo,6E-2471/302,"Sun, Mar 20",New Delhi,Bangalore,10h 50m,1 Stop,"3,091"
925,Vistara,UK-811,"Sun, Mar 20",New Delhi,Bangalore,2h 45m,Non Stop,"3,169"
926,Vistara,UK-815,"Sun, Mar 20",New Delhi,Bangalore,2h 45m,Non Stop,"3,169"
927,Vistara,UK-801,"Sun, Mar 20",New Delhi,Bangalore,2h 45m,Non Stop,"3,169"
928,IndiGo,6E-435,"Sun, Mar 20",Lucknow,Bangalore,2h 40m,Non Stop,"2,991"
929,IndiGo,6E-325,"Sun, Mar 20",Lucknow,Bangalore,2h 45m,Non Stop,"2,991"
930,IndiGo,6E-142/758,"Fri, Feb 25",Lucknow,Bangalore,5h 55m,1 Stop,"2,991"
931,IndiGo,6E-362/219,"Fri, Feb 25",Lucknow,Bangalore,7h 35m,1 Stop,"2,991"
932,IndiGo,6E-104/958,"Fri, Feb 25",Lucknow,Bangalore,7h 45m,1 Stop,"2,991"
933,IndiGo,6E-6274/2028,"Fri, Feb 25",Lucknow,Bangalore,7h 50m,1 Stop,"2,991"
934,IndiGo,6E-104/292,"Fri, Feb 25",Lucknow,Bangalore,9h 30m,1 Stop,"2,991"
935,IndiGo,6E-362/236,"Fri, Feb 25",Lucknow,Bangalore,10h 25m,1 Stop,"2,991"
936,IndiGo,6E-104/534,"Fri, Feb 25",Lucknow,Bangalore,11h 45m,1 Stop,"2,991"
937,IndiGo,6E-362/331,"Fri, Feb 25",Lucknow,Bangalore,12h 05m,1 Stop,"2,991"
938,Air India,AI-889/716/747,"Fri, Feb 25",Guwahati,Bangalore,37h 05m,2 Stop(s),"8,139"
939,IndiGo,6E-509/2336,"Fri, Feb 25",Guwahati,Bangalore,12h 20m,1 Stop,"9,017"
940,SpiceJet,SG-4032/516,"Sat, Feb 5",Guwahati,Bangalore,12h 55m,1 Stop,"9,037"
941,SpiceJet,SG-3723/767,"Sat, Feb 5",Guwahati,Bangalore,13h 40m,1 Stop,"9,037"
942,SpiceJet,SG-4026/406,"Sat, Feb 5",Guwahati,Bangalore,14h 40m,1 Stop,"9,037"
943,SpiceJet,SG-4026/516,"Sat, Feb 5",Guwahati,Bangalore,24h 30m,1 Stop,"9,037"
944,Vistara,UK-756,"Sat, Feb 5",Guwahati,Bangalore,3h 05m,Non Stop,"9,039"
945,Air Asia,I5-1541,"Sat, Feb 5",Guwahati,Bangalore,3h 15m,Non Stop,"9,039"
946,IndiGo,6E-316,"Sat, Feb 5",Guwahati,Bangalore,3h 30m,Non Stop,"9,039"
947,Air Asia,I5-788/740,"Sat, Feb 5",Guwahati,Bangalore,15h 50m,1 Stop,"9,039"
948,IndiGo,6E-5352,"Sat, Feb 5",Mumbai,Bangalore,1h 35m,Non Stop,"2,124"
949,IndiGo,6E-5338,"Sat, Feb 5",Mumbai,Bangalore,1h 45m,Non Stop,"2,124"
950,IndiGo,6E-6478,"Thu, Apr 14",Mumbai,Bangalore,1h 45m,Non Stop,"2,124"
951,IndiGo,6E-219,"Thu, Apr 14",Mumbai,Bangalore,1h 45m,Non Stop,"2,124"
952,IndiGo,6E-236,"Thu, Apr 14",Mumbai,Bangalore,1h 45m,Non Stop,"2,124"
953,IndiGo,6E-825,"Thu, Apr 14",Mumbai,Bangalore,1h 45m,Non Stop,"2,124"
954,IndiGo,6E-6463,"Thu, Apr 14",Mumbai,Bangalore,1h 50m,Non Stop,"2,124"
955,IndiGo,6E-6293,"Thu, Apr 14",Mumbai,Bangalore,1h 50m,Non Stop,"2,124"
956,IndiGo,6E-5345,"Thu, Apr 14",Mumbai,Bangalore,1h 55m,Non Stop,"2,124"
957,IndiGo,6E-739,"Thu, Apr 14",Mumbai,Bangalore,1h 55m,Non Stop,"2,124"
958,Air India,9I-9548,"Thu, Apr 14",Goa,Bangalore,1h 30m,Non Stop,"2,430"
959,SpiceJet,SG-3028,"Thu, Apr 14",Goa,Bangalore,1h 30m,Non Stop,"2,598"
960,Go First,G8-286,"Sun, Feb 6",Goa,Bangalore,1h 10m,Non Stop,"2,600"
961,IndiGo,6E-491,"Sun, Feb 6",Goa,Bangalore,1h 20m,Non Stop,"2,600"
962,IndiGo,6E-381,"Sun, Feb 6",Goa,Bangalore,1h 25m,Non Stop,"2,600"
963,Vistara,UK-868,"Sun, Feb 6",Goa,Bangalore,1h 20m,Non Stop,"2,902"
964,Go First,G8-381/7545,"Sun, Feb 6",Goa,Bangalore,7h 30m,1 Stop,"3,610"
965,Go First,G8-381/383,"Sun, Feb 6",Goa,Bangalore,9h 30m,1 Stop,"3,610"
966,Air India,AI-684/607,"Sun, Feb 6",Goa,Bangalore,11h 25m,1 Stop,"3,858"
967,Air India,AI-692/515,"Sun, Feb 6",Goa,Bangalore,23h 40m,2 Stop(s),"3,963"
968,IndiGo,6E-925/489,"Sun, Feb 6",Patna,Bangalore,7h 05m,1 Stop,"3,443"
969,Air India,AI-574,"Sun, Feb 6",Patna,Bangalore,2h 50m,Non Stop,"3,669"
970,IndiGo,6E-2685/441,"Tue, Mar 1",Patna,Bangalore,6h 20m,1 Stop,"3,669"
971,IndiGo,6E-5374/236,"Tue, Mar 1",Patna,Bangalore,6h 20m,1 Stop,"3,669"
972,IndiGo,6E-2163/2188,"Tue, Mar 1",Patna,Bangalore,7h 00m,1 Stop,"3,669"
973,IndiGo,6E-5004/2028,"Tue, Mar 1",Patna,Bangalore,7h 20m,1 Stop,"3,669"
974,IndiGo,6E-5374/331,"Tue, Mar 1",Patna,Bangalore,8h 00m,1 Stop,"3,669"
975,IndiGo,6E-5374/5391,"Tue, Mar 1",Patna,Bangalore,9h 40m,1 Stop,"3,669"
976,IndiGo,6E-2163/2028,"Tue, Mar 1",Patna,Bangalore,10h 05m,1 Stop,"3,669"
977,IndiGo,6E-5004/654,"Tue, Mar 1",Patna,Bangalore,10h 05m,1 Stop,"3,669"
978,Go First,G8-509,"Tue, Mar 1",Hyderabad,Bangalore,1h 00m,Non Stop,"1,776"
979,Vistara,UK-894,"Tue, Mar 1",Hyderabad,Bangalore,1h 00m,Non Stop,"1,776"
980,IndiGo,6E-285,"Sun, Feb 6",Hyderabad,Bangalore,1h 05m,Non Stop,"1,776"
981,Vistara,UK-898,"Sun, Feb 6",Hyderabad,Bangalore,1h 10m,Non Stop,"1,776"
982,Air Asia,I5-1543,"Sun, Feb 6",Hyderabad,Bangalore,1h 10m,Non Stop,"1,776"
983,Air Asia,I5-1518,"Sun, Feb 6",Hyderabad,Bangalore,1h 10m,Non Stop,"1,776"
984,IndiGo,6E-6319,"Sun, Feb 6",Hyderabad,Bangalore,1h 15m,Non Stop,"1,776"
985,Go First,G8-517,"Sun, Feb 6",Hyderabad,Bangalore,1h 15m,Non Stop,"1,776"
986,IndiGo,6E-827,"Sun, Feb 6",Hyderabad,Bangalore,1h 20m,Non Stop,"1,776"
987,IndiGo,6E-413,"Sun, Feb 6",Hyderabad,Bangalore,1h 30m,Non Stop,"1,776"
988,Air India,9I-9502,"Sun, Feb 6",Vijayawada,Bangalore,1h 40m,Non Stop,"4,269"
989,IndiGo,6E-7203,"Sun, Feb 6",Vijayawada,Bangalore,1h 45m,Non Stop,"4,269"
990,IndiGo,6E-7224,"Mon, Jan 31",Vijayawada,Bangalore,1h 50m,Non Stop,"4,269"
991,IndiGo,6E-7209/827,"Mon, Jan 31",Vijayawada,Bangalore,5h 25m,1 Stop,"7,209"
992,IndiGo,6E-7206/6319,"Mon, Jan 31",Vijayawada,Bangalore,6h 10m,1 Stop,"7,209"
993,IndiGo,6E-7206/371,"Mon, Jan 31",Vijayawada,Bangalore,7h 15m,1 Stop,"7,209"
994,IndiGo,6E-7206/285,"Mon, Jan 31",Vijayawada,Bangalore,8h 25m,1 Stop,"7,209"
995,Air India,9I-9892/508,"Mon, Jan 31",Vijayawada,Bangalore,18h 40m,1 Stop,"7,314"
996,Air India,9I-9892/698/639,"Mon, Jan 31",Vijayawada,Bangalore,15h 30m,2 Stop(s),"12,039"
997,Air India,AI-468/665/607,"Mon, Jan 31",Vijayawada,Bangalore,21h 50m,2 Stop(s),"12,315"
998,Air India,AI-544,"Mon, Jan 31",New Delhi,Hyderabad,2h 05m,Non Stop,"2,098"
999,Air India,AI-542,"Mon, Jan 31",New Delhi,Hyderabad,2h 10m,Non Stop,"2,098"
